LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	Yes
X_Columns	One
Time_Pref	Relative
Operator	hb23457
Date	2022/10/27
Time	10:50:03.2381215095520019531
***End_of_Header***	
	
Channels	6						
Samples	800	800	800	800	800	800	
Date	2022/10/27	2022/10/27	2022/10/27	2022/10/27	2022/10/27	2022/10/27	
Time	10:50:03.2381215095520019531	10:50:03.2381215095520019531	10:50:03.2381215095520019531	10:50:03.2381215095520019531	10:50:03.2381215095520019531	10:50:03.2381215095520019531	
X_Dimension	Time	Time	Time	Time	Time	Time	
X0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	
Delta_X	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
***End_of_Header***							
X_Value	Untitled	Untitled 1	Untitled 2	Untitled 3	Untitled 4	Untitled 5	Comment
0.000000	0.002901	-0.000670	-0.000928	0.000221	0.001346	-0.001320
0.000000	0.002582	0.000593	-0.000290	-9.553300E-5	-0.001523	-5.264200E-5
0.000000	0.001945	0.000909	-0.000928	0.000221	0.000390	0.000581
0.000000	0.002582	0.000593	0.000666	-9.553300E-5	-0.000248	0.000898
0.000000	0.002582	-3.854300E-5	-0.000290	-0.000728	-0.000885	-5.264200E-5
0.000000	0.003538	0.000593	2.840100E-5	-9.553300E-5	-0.000885	0.000581
0.000000	0.002901	-3.854300E-5	0.000347	-0.000412	-0.000566	0.000581
0.000000	0.002582	0.000593	-0.000290	-0.000728	-0.000885	0.000264
0.000000	0.003538	-3.854300E-5	0.000347	-9.553300E-5	-0.000885	-5.264200E-5
0.000000	0.002264	-3.854300E-5	0.000347	-9.553300E-5	7.123300E-5	0.000898
0.000000	0.002264	0.000593	-0.000609	-0.000412	7.123300E-5	0.000898
0.000000	0.002901	0.000909	0.000666	0.000221	-0.000566	0.000898
0.000000	0.002582	0.000593	-0.000290	0.000221	-0.000248	0.000264
0.000000	0.002901	-3.854300E-5	0.000666	-9.553300E-5	-0.000248	0.001215
0.000000	0.002264	0.000593	2.840100E-5	0.000221	-0.000566	-5.264200E-5
0.000000	0.002901	-3.854300E-5	-0.000609	-0.000412	-0.000885	-0.000686
0.000000	0.003219	-3.854300E-5	0.000347	-0.000412	7.123300E-5	0.000581
0.000000	0.002582	0.000593	-0.000290	-9.553300E-5	-0.000248	0.000581
0.000000	0.002582	0.000277	0.000666	-0.000412	-0.000885	-0.000369
0.000000	0.002264	0.000593	-0.000290	-9.553300E-5	-0.000885	0.000898
0.000000	0.002901	0.000277	2.840100E-5	-0.000412	7.123300E-5	0.001531
0.000000	0.002901	0.000277	0.001304	-9.553300E-5	-0.000566	0.000898
0.000000	0.002901	-3.854300E-5	-0.000290	-0.000412	-0.000566	0.000581
0.000000	0.002582	0.000909	0.000666	0.000537	0.000390	0.001215
0.000000	0.002582	0.000277	2.840100E-5	-9.553300E-5	-0.000566	0.000264
0.000000	0.002582	0.000277	2.840100E-5	0.000221	-0.000566	-0.000686
0.000000	0.002582	-3.854300E-5	0.000666	-9.553300E-5	-0.000566	0.000264
0.000000	0.002582	0.000909	-0.000290	-9.553300E-5	-0.000566	0.000581
0.000000	0.003538	-3.854300E-5	2.840100E-5	-0.000412	-0.000885	-5.264200E-5
0.000000	0.002582	-3.854300E-5	-0.000290	-9.553300E-5	-0.000566	-5.264200E-5
0.000000	0.002582	0.000277	0.000347	-0.000728	7.123300E-5	0.000264
0.000000	0.002582	-3.854300E-5	0.000347	0.000221	-0.000248	0.000581
0.000000	0.002264	-3.854300E-5	-0.000290	0.000221	-0.001204	-5.264200E-5
0.000000	0.002582	0.000277	2.840100E-5	0.000221	7.123300E-5	0.000581
